sentiment,review_body,product_category
0,"This is a beautiful lined jacket  with a much more structured fit than a typical kimono. it hit me at the high hip  not low hip as shown on the model. given how structured it is  i don't think the ""one size"" will work for anyone larger than a small if you want a drapey kimono fit.",Jackets
0,"This vest looked so cute online. what you can't see however  is the vertical seaming under the arms does not have any fringe (about 3"" wide). that material in the seaming area looked like cheap polyester and it pulled slightly near the side pockets so it didn't lay nicely. also the top of the vest where it comes together also does not lay well and it falls awkwardly open - again showing the cheapy material that it's lined with. fits true to size. i usually wear a s/m in retailer and purchased the",Jackets
0,Has i read the reviews would have realized the t-shirt looking sleeves in the pic are attached to the sweater. based on the pic and site description i didnt realize they were attached. i thought it was part of the styling of the undershirt. i think this very much limits the versatility of the sweater. i ordered the white which is a beautiful color and very soft. i am returning it cause i do not like the t-shirt sleeve. would rather have the flexibility to layer whatever shirt i wanted,Jackets
1,I do not understand how a couple people gave this a bad review. i loved this jacket from the minute i tried it on. cute in the picture and cuter on  because it is so comfortable. the fabric is super soft and does not wrinkle (as one reviewer stated). i took it on the plane with me just to keep warm and it was fabulous. looked as good going on the plane as it did coming off. the drape of the jacket flows nicely and i love the oversized pockets to stash my phone or lipstick. this jacket will carry,Jackets
1,This is an amazing jacket! it fits perfectly through the shoulders  with enough give to make it comfortable. i love the color and the feel of it  as well. it will be perfect for the spring and summer evenings.,Jackets
1,Don't try this on  if you don't plan to buy it. it feels amazing!!! i bought the black and it is a lovely charcoal color and matches so much.,Jackets
1,First i ordered a m. i'm normally a 8-10. the m was too small so i returned and ordered a lg. the lg fits great but there is a huge area of distressing on the shoulder that will turn into a hole. i love this jacket but cannot keep it in its condition. hopefully i will make it to the store soon (there are none w/in an hour of me) and look before i buy.,Jackets
1,Love love love. i tried it on a whim when returning a shipped item. it's gorgeous and incredibly flattering. runs large (it's drapey and would likely look good in your normal size since you can synch the waist  but probably best to size down as it seemed large in the bust size - which isn't an issue i usually run into).     it's quickly become a great staple for work. definitely pair it with bodycon pants/ leggings/ skinny jeans - and it looks unique and very professional.,Jackets
1,"I saw this jacket in a store and wanted it right then and there. i bought a shirt and scarf instead but it was on my mind. when i saw it on sale i grabbed it. the fit is a little boxy but the length was perfect! not too short. the small amount of spandex is so comfortable. it is versatile because the green arms can go with colored jeans well. i am 5'4"". i can wear a med or large. i bought the large. it fits perfectly to layer short or long sleeves. not a typical denim jacket. looks great over a",Jackets
1,Purchased today at the 30% off summer tag sale. 5'7 and bought the size 6 - fits perfectly. a lovely combination of feminine and boho. will wear with dark jeans a a white tank. fabulous light  pretty summer topper...,Jackets
1,Great jacket. love that the hoodie insert is removable so i can wear just the outer jacket for work.,Jackets
1,This jacket is absolutely beautiful. the color is a much deeper navy than it appears in the pictures  and the brocade with the contrasting lining is lovely. however  as another reviewer commented  the back across the shoulders is incredibly small. i ordered up from my normal 2 to a 4  and it was still too tight. there is no way i could even lift my arms over my head without ripping out the back of the jacket. i fear a 6 will be too big. this one is going back  sadly.,Jackets
-1,"If these jeans work for you  you're a lucky girl! the fabric is really thick and soft. pocket detail is cool and the hidden multicolored button placket is a nice detail. i ordered down a size. they're tight across my thighs and seem shorter than a 30"" inseam. the fit is boxy and not flattering on me but pants are so cute i may keep them anyway.",Jeans
-1,Loved these when i tried them on they fit well and were so flattering. i am a size 0/2 and 5' tall and have a 'bubble butt' and thicker thighs with a narrow waist i tried on a 24 they we a little tight on my bum and thighs but the waist was perfect  tried on a 25 and they were much more comfortable on my legs and worked on my waist as well. i thought all was good but after wearing them out for not even ten minutes they started slipping down constantly and loosed up around all areas especially my,Jeans
-1,Waist is tight and thighs and legs are not. -not flattering- ankle opening is too small  and they have a funny smell.,Jeans
-1,I love how these jeans look on. tts  adorable. i exchanged my first pair due to stitching coming out in the back right pocket. pair #2 -the stitching came out in the exact same place. this seems to be a problem with the quality/sewing. the fact that the stitching is gold and decorative as well as functional means it will keep unraveling until the jeans are ruined. 2nd pair has to go back. too bad.,Jeans
-1,I was really disappointed with these pants. they were a thinner fabric than expected with little to no stretch. they were very tight around my legs and huge at the waist. sadly  they will be going back.,Jeans
-1,I love the way these jeans look and fit  but they have a chemical smell. i assumed the odor would go away after i washed them  but it doesn't seem to have helped.,Jeans
-1,I agree with other reviewer  the material of these jeans is not the same! thin  stretches  and you end up pulling them up all the time. i am a short  curvy girl and would love to have the old jean fabric back! this seems to be the trend in jeans?nydj also uses this fabric?stretches too much.,Jeans
-1,As another reviewer wrote.. this is not the same jean featured on the website. same cut and style but it's a light denim wash with wiskering and worn look at the knees. i called customer service to see if this was a mistake and they said there was not really a way to check it unless i exchanged them. i didnt want the same wrong jeans again so i opted out ... too bad they are cure.,Jeans
-1,This picture does not represent these jeans .. the color is way off. they are more yellow toned and look much more worn than in the picture. they also run very small.,Jeans
0,These are very well-made jeans  the fabric is substantial and gives a lot of stretch with movement. i adore the extra inch or so in the rise of the waist  and they make my butt look great. however  these jeans fit like a glove when i put them on first thing  but within an hour or so of wear they are so baggy it's like wearing a size bigger. i'd say perhaps buy a size smaller if you want them to fit snugly through the day. if you like roomy  then buy your regular size.,Jeans
0,I really liked these jeans initially  but by the end of the day the waist is really baggy. the fabric stretches with wear and takes a wash to get back to its original shape.,Jeans
0,Great jeans by pilcro  too short and snug around my knees for keeping though.,Jeans
0,They are beautiful! they fit amazingly! they ripped on a seam the third time i wore them. i kept wearing them  because again  the fit! the style! alas  about the fifth time i wore them  the other leg ripped at the knee seam. they are just totally falling apart. it's so very sad. i would wear them alllll the time if they could bear it. i'm actually thinking of buying another pair because i love them soooo  but it would likely be wasted cash as i believe there is a real manufacturing issue here. w,Jeans
0,Nice soft jeans  cute style  and i wish i could keep them...they just are too small on me. :/ not sure if i've gained weight (which i don't think i have because i had on a size 28 pair of pants today) but i ordered a size 29 in these jeans and they zipped but just too snug around the waist. i would honestly need a 30 or 31. looks like they are selling out quickly so i doubt i'll be able to get the size i need.   if you have a small waist i think they would be fine but they don't fit my body type,Jeans
0,"I wear a typical 25 in coh jeans and i ordered these in a 25. they fit but they feel more like jeggings than skinny jeans. the wash isn't as faded out as in the picture. and at 5'2"" the rip is right at my kneecap. i bought these for the distressed wash  and will probably return this pair as it looks darker and less faded in person. i look nothing like the model does in this pair of jeans.",Jeans
0,These are absolutely beautiful pants. soft and wearable right away  but the other reviewer is right. if you are average or short  these will be way too long. they won't even look like cropped pants  just regular wide leg jeans. i am keeping them b/c i love the look and i will also have them altered to be shorter. it's disappointing that these were designed for the statuesque instead of the other 90% of us  especially considering the amazingly high price for a pair of jeans. so... i guess i am di,Jeans
0,I wear a 32 and sometimes a 31 but i could barely squeeze these on in a 32. the fabric is thick with lots of stretch but these are super skinny all the way to the ankle like a legging and not a jean. made for much thinner frames than mine.,Jeans
0,"The fabric is absolutely lovely on these  but very thin. the top part was tighter than usual (and i sized up from my regular pilcro jean size) and they flare a lot. so the thin  tight top was not a flattering look. the rise also felt short.     i'm 5' 4"" with a 30"" inseam and the regular length just hovered above my ankles. my husband burst out laughing when i tried them on  which is never a good reaction!  even if i hemmed them  i think these are a miss for me. will be returning.    better for",Jeans
1,This is my second pair of these because they fit and fell so good. pricey  but worth it.,Jeans
1,I have a tough time shopping for jeans because almost everything that fits my butt is too big in the waist. also  i have thick thighs so that's an issue and i hate shopping for jeans. these are so much cuter on than on the hanger. try them. you won't regret it. so flattering.,Jeans
1,Love these jeans! they fit great  they feel great. i am 5'9.5 135 pounds. they fit everywhere you would like them to. unroll them and they are long! love love love!! so wonderful i just bought my second pair.,Jeans
1,This is my second pair of pilcro jeans and the second time i am totally impressed. these jeans have a comfortable stretch and rugged wash that is trendy & fun. they are the perfect everyday jean and look great casually with a pair of birkenstocks or converse low tops. the only thing worth pointing out is that i am pretty short (5'4) and the regular length fits me perfectly. this may be an issue for ladies lucky enough to have some extra inches on me.,Jeans
1,"These pants are perfect! they are amazingly comfortable and soft - i could wear them all the time. i'm 5'2"" and have been looking for shorter jeans to wear with ankle booties  which has been pretty tough. i ordered 29 petite and the description said the inseam would be 24"". i don't know if that's true since they fall right at my ankle and usually that's around a 26"" inseam  but definitely a great length and i don't need to hem. the leg opening isn't too big  so i can roll it up/cuff them to get",Jeans
1,Love the high waist  prewashed softness  and relaxed fit. i normally wear a 27 in pilcro but sized down to a 26. for the first time in ages i have a pair of jeans that won's slide down because of the high waistline. i would never tuck anything in so it doesn't matter that it's high waisted but i don't have to worry about them sliding down over my muffin top. worth every penny.,Jeans
1,"I have been searching for months to find a pair of top-quality  slim fit  high-waisted jeans  either straight leg or flare. my search has ended with these flare jeans from paige  thanks to retailer. the fabric is incredibly soft  yet has that little ""snap"" of stretchiness we have all come to expect in expensive jeans. i also like the dark wash and the fact that there aren't those odd color striations across the hips. i bought size 27  which fits me perfectly. (virtually all my other jeans a",Jeans
1,I just tried these jeans on out of the box and they fit like a dream! i'm 5'0' 100lbs and the 25petite (my usual size) fit me exactly right as full-length skinny jeans. they taper perfectly. no hemming required. they are super comfy and nice and thick. they feel durable and high quality.    two suggestions for improvement: 1) i wish is that they were a uniform dark blue wash (but the fadng and whiskering is barely noticeable). 2) i also wish they'd place the butt pockets a little higher  especia,Jeans
1,I was so sad to have to return these pilcro jeans. my calves are just too athletic for these jeans. they weren't comfortable. they were a little loose in the waist. so  sizing up  would not have fit the tight in the calves problem. i have two pairs of stetson crop flares and they fit perfectly. in fact i love the pilcro stetson crop flare style. wish retailer would sell more of this style.,Jeans
-1,No  but i'm not a small person. i'm 5'8  a size 6 on top  8 on bottom. i don't love this on the model online  but i saw this on naomi's blog  love taza  and thought it looked amazing. i tried it on in my retailer  and while they only had a m/l  since i'm tall  i figured that'd be fine. oh. no. not fine. it's huge. like  it could almost cover a twin bed. it was a couple inches longer on me than on the model  and doesn't arc down in a drape nearly as well  so just looks  huuuge. i thought i was bein,Knits
-1,I love the idea of this top and ordered it in white. it is a great design and proportion is nice with jeans. the front is off white t shirt material with a pocket and the back is a light grey heathered panel. i am returning it as it is very thin and the quality is cheap looking. if the grade of material had been a bit thicker and better made  then it would have been a winner!,Knits
-1,This is more of an undershirt than a shirt. the material is very very thin and it shows everything. it was beyond unflattering on me. don't buy this unless you have a knockout thin body.,Knits
-1,It's a rather boring tank. i thought it'd be perfect under a cardigan for work  but decided against it. the fit is boxy  and does not look good on a girl with curves.,Knits
-1,This top is beautifully made and designed. material is soft and comfortable however it's very boxy. the details on the side stick out. i just found it not very flattering for me.,Knits
-1,I got this shirt in a medium  my normal retailer size and while the short fit  the front is cropped! i am a fan of the tops that are shorter in the front and longer in the back  however this was just too short in the front. my belly button was exposed  and that wasn't the look displayed on the model. unfortunately this top is going back to the store.,Knits
-1,Ladies this top shrinks!!! i am very disappointed  i was in love with this top and the first time i washed it it shrunk a significant amount. i did not use a dryer  i laid this piece out to dry as i do with the majority of my knit tops and it shrunk. it is a lot shorter and much tighter  especially in my arms. if you love this top i might suggest buying a size up and washing it to fit.,Knits
-1,Guess i should've looked at the pictures more closely. i ordered the white version and in the pictures you can't see that the sleeves are split - and it barely shows in the picture for the blue version. it also would've helped if the detail of the sleeves were noted in the item description. anyway  i will be returning this top because i don't like the way the sleeves look each time i bend my arms. looks a bit pirate-like to me.,Knits
-1,I'm a short girl  but i usually wear tops in a small or medium at retailer. for me  i would have needed this shirt in a size at least one notch smaller than even offered. this shirt is adorable. love the details. i wanted it so bad  which is why i paid so much for a basic t-shirt. still  it was large to the point of frumpiness and could have used some sort of scoop or v-neck to break up the dots.,Knits
0,I ordered this top online in two colors  and kept the berry color. i liked it while trying it on. when i wore it an entire day  the top just didn't look that good. it wasn't flattering  and it focused on the bad areas despite being loose fitting. it didn't seem very flattering. i wore it for one day and am not happy with my purchase. i wish i could send it back but i already wore it. the fit just isn't very flattering. it is loose but focuses on the curves not in a good way if you are curvy.,Knits
0,"This top is beautiful in the model shot  but average in person. it ran really small  i usually take a medium in retailer tops and ordered this in a medium. it barely fit over my chest  and was pretty short (i am 5'7""). also  the material is very thin  not so much that you can see your undergarment  but if you get cold everyone will know it. also  for the price  i expected a sturdier fabric. i would recommend holding out for sale  if you are interested in this top.",Knits
0,I wanted to love this. it is so cute and the xxsp  my usual size  fit perfectly. however there was a fatal flaw in the construction. the hem was not sewn properly - very asymmetrical and lopsided. instead of a scoop like shown on the model  it was much longer on one side than the other. i thought maybe it was just how it hung on me  but i took it off and laid it on my bed and i could clearly see that it was sewn wrong. this is going back. i ordered another one (now it's on backorder)  hopefully,Knits
0,"Loved the idea of this top--but it just won't work for me. it's really big. i'm 5'3"" and 125 lbs. a small should be fine  but i'm swimming in this. the back is pretty (i tried it on with a white cami)  but it looks very maternity on me. tried to order the xs  but it's sold out. too bad. was a cute idea. not too thin for summer.",Knits
0,I loved the color of this shirt but it does run big. i even sized down and it was still large on me and the ruffles flare out a bit which was not flattering one me. it looks pretty on the hangar.,Knits
0,"Yes  this top is not of the best quality but i bought it on sale with an additional 25% off. it has a very cute design on the back and will be cute on while running errands on a hot day. it's true to size: i'm 5'6""  150 lbs and m fit well.",Knits
0,This shirt is comfortable and looks just like the picture. my only complaint is that it is quite boxy so not very flattering. the colors and details are great. the material is good quality and thick. if you are looking for a light t-shirt this is not for you,Knits
0,I personally didn't like it enough to purchase but it is a well made top. in the photos i am wearing a medium and for reference my measurements are 38-30-40.,Knits
0,As much as i had wanted this to work for me  it didn't. fabric is not as soft as i had expected and quality is just bad. i purchased this online (on sale at $29.95) and i had envisioned this to be comfy stretchy and swingy with a flow. i sent this back to the store as it didn't seem fit even at the low price.,Knits
1,"I really like this top.  for reference  i am usually an xs or s in retailer tops since many of them run large  however  in this top i ordered a size m and it fit nicely.  in any brand other than retailer  my usual size is m as i am 36d bust  132 lbs.  5""5.",Knits
1,Love this shirt. it's perfect. it's so perfect that i bought two. it is boxy but it has a lovely drape. please note  the heart is navy blue and not so black as shown. it's a thin shirt and i know it won't last a super long time  hence the back up.,Knits
1,This is a great little top. a wonderful basic  but the crochet/lace detail adds the perfect amount of uniqueness. it's a soft jersey material that doesn't cling. falls very nicely over the body  flow-y without being too flow-y. i ordered my usual small  and it fits tts. for reference i'm 5'1  125 lbs  and 34d bust. i did not order the petite since i have a longer torso  very happy i orderer a regular small. will be a great spring and summer top.,Knits
1,I've had my eye on this cute knit top for awhile and when there was a sale  i picked up both colors. they fit me like they do the model  a little loose and swingy  but not overly so. the colors look spot-on like the picture. i am rather top heavy  (34dd) but with the colors being darker on the top portion  i feel like this works without accentuating my bust too much. i am 5'4 and weigh 149  the medium worked out great. the knit is soft and it appears to be made well. the only drawback is a rough,Knits
1,Love this shirt! i love florals so the bright pretty yellow just had to be mine. it is true to size  perfect neckline- not too low or high and very flattering. see through enough to require a cami  but worth it. very soft fabric and really comfy.,Knits
1,I love the detail on this shirt!  it is sheer  but looks great with a cami.  great unique piece .,Knits
1,"Love this tank! i ordered a small and it fits beautifully. i am 5'5"" and 140 lbs. . tank is sheer so i wear a cami underneath. length is quite long but i wear it with skinny white capris and it looks chic. my only concern is the raw hem edge. worried about how this will hold up with some washings. other than that i love it. i received many compliments when i wore it.",Knits
1,Living in florida  i thought the design of this sweatshirt was to die for. i was so pleased with the quality when i received the top; however i was nervous to see that it recommended washing before wearing due to the dying process. i washed cold gentle cycle and tumble dried low. turned out perfect and did not shrink! it's adorable. plan to wear it with white denim shorts. i ordered a size 1 and i normally wear a size small.,Knits
1,Another wonderful deletta top is hanging in my closet! i love the cotton. i love the style. medium fit perfect. it is loose around the middle  so soft and comfortable. i purchased the lavender washout. i know i will be wearing this frequently.,Knits
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
1,"The wide strap style is very flattering. this tank is fitted in my normal size small  it fits like the model in the cobalt blue color. i'm 5'7"" 120lbs. if you want more room  i'd size up. it is low cut  but not inappropriately so. fits like the picture shows.",Layering
1,I bought it in black and cream! great weight. soft fabric. beautiful lace.,Layering
1,I wasn't going to purchase this dress because it was given 1 star. however  i ordered it and i was so glad i did!!! i'm 5'1  105lbs this dress fit me perfectly  it really compliment my petite body. i get so much compliments! it is not easy to order anything for a petite frame but this dress really show off my body without showing too much.,Layering
1,"If your looking for a nice quality basic tee  this is it. nothing special  but the fabric is a nice soft cotton with a little stretch. the cut is long and lean so i would highly recommend sizing up. i sized up from my usual medium to a large and it's still quite form fitting. i'm 5'2""  35a/b bust  28 waist  39 hips.",Layering
1,This turtleneck is already wrapped and it's soon going under the tree for me! i bought it when i saw it in the store and tried it on. it's fitted but not too tight or snug... just fitted and flattering. the lace cutout area is so flattering and unexpected. i love this top and think it will be a wardrobe staple - both for dress and casual. (i'll wash it carefully just in case. it seems well made but i'd hate to snag the lace.),Layering
1,The size s arm holes are a little too over-sized and i find i keep adjusting the shoulders so the sides of my bra won't show (and sizing down to an xs made the body too tight). it's a bit pricey for a basic  thin tank  but it's a good every day  wear all the time staple.,Layering
1,This is one of those pieces of clothing that is destined to become a wardrobe staple. the fabric is soft and generous. . the chiffon trim gives it swing and style. i just ordered another one because i know it is going to be a long time favorite..,Layering
1,As in most ribbed camis  this stretches out - so size down. it is very pretty/delicate (e.g. fabric is thin) and the silver/grey color has metalic thread running through. plan to pair it with an retailer grey bolero sweater for the holidays.,Layering
1,Great tank top! loved it so much that i ordered 3!,Layering
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
1,I love these with tunics and little dresses! they hit at a funny place on my hips  though; i wish they were a bit higher-up. since the waistband is thick  they show through tops unless they are pulls up above my hips  and they're a bit too short-waisted for that. but i was able to stretch them a bit  and i love them!,Legwear
1,These leggings are awesome quality especially for the price. they are warm and form fitting. they are thick and the design is nice. i plan on wearing them all winter!,Legwear
1,They are a perfect thickness. fits comfortably like leggings but look like a nice pair of office/ outside pant. got them in the grey  am thrilled w the texture. i typically wear a large in pants and they are tts. not see through either. would definitely recommend them.,Legwear
1,Great pair of black pants  a step up from basic leggings. nice weight and a little ribbed detail on the sides. would recommend.,Legwear
1,There's are just what i was looking for! these are perfect in texture and thickness...not too thick but not too thin. super soft fleece on the inside. i both both the black and green...i will most likely but the grey soon enough.,Legwear
1,These leggings are some of the softest i own. i ordered both the black and the moss and each has a distinct pattern. they are perfect for colder climates and fit me like a glove.,Legwear
1,Liked everything about these but they should say in the description that they're ribbed.,Legwear
1,For cat lovers in particular  these socks will grab your attention. they are fine quality ankle socks. the kittens are really more moss green than beige.,Legwear
1,"Love these tights. fabric feels great  soft and comfy. took large so they fit perfectly at true waist for 5'6 height. some retailer tights i have bought in large  but they are too short for 5'6"" person. the color of this paid is a subtle green. looks great with black skirt and green sweater.",Legwear
-1,I am of average height  but these pants are so long!! i considered altering them because i like the print  but i don't think it's worth the effort for workout attire so they're going back. shame!!,Lounge
-1,These pants looked worn  washed & old looking when i received them! the quality is super thin cotton as if it's been washed a million times & is about to fall apart! the workmanship is terrible. you can see loose stitching all over. the top portion is too tight & looks terrible stretched out. i liked absolutely nothing about this pants except the idea of them from the picture online...,Lounge
-1,Totally see through.,Lounge
-1,I normally wear a medium with these types of fabrics but this one was oddly proportioned on me. the skirt was also not very flattering to my hourglass figure  but it at least fit well. the top was baggy and gaped at the armpits as stated by others. i really wanted to like this dress but it made me look 20 pounds heavier even in the places it looked too big on me. i could have tried going with a small but the skirt would have then been too short.,Lounge
-1,So i recognized the fact that this dress was likely intended more for lounging than for wearing out and about  but i once had a lot of luck with dresses of this price point (and intent) at retailer  so i had hopes. i was just wanting it to be a great addition for vacations and beach days  but it's honestly so thin i couldn't even see it working that well for that. it's also cut smaller than i was anticipating judging by the way it fits the model; my usual small was way more bodycon than i was anti,Lounge
-1,The pants are pretty and run true to size  but the fabric is bathing suit like  very thin and sheers in the butt when you squat. i wouldn't recommend for anything but waking.,Lounge
-1,Disappointed :-( this top has a boxy shape and looked like a mini moo moo on me. i have a similar shape as the model and it looked nothing like that on me. bummer! i liked the quality and weight (not too heavy nor too light) but shape is unflattering. it's going back.,Lounge
-1,I'm 5'3 and ordered the small. as soon as i saw it in person  i knew it was an item to return. the material is too transparent  and designed to wear with undergarments or swim gear that you want people to see. it was way too long for me. i think it would work for a taller person. i just didn't feel it was worth the money for the quality and transparency.,Lounge
-1,I wanted to like this and even considered getting it altered  but just decided to return. it runs big and from the front it looks good  but the back just looked like a big oversized  stretched out tank. it was so comfy on though and not sheer or revealing. so if you're tall  go for it!!,Lounge
0,I love this!!!! nice and lightweight. super stylish,Lounge
0,"I tried these on because the color is really pretty and fun  and who donse't want a pair of comfy/cute pants... but they looked awful on my muscular thighs... i don't think the cut will be falttering on 99% of the population. also  not as comfortable as they looked  the crotch seemed a little ""low"" on me  though the pants were in the correct size.",Lounge
0,I was really disappointed when this arrived and i discovered that it's basically see-through.  it's well constructed  it's just a really thin material.,Lounge
0,These are very well constructed  medium weight  besutiful leggings.,Lounge
